question_id,student_id,test_no,subject,topic,difficulty,is_correct,mistake_type,time_taken_sec,expected_time_sec
87,1,2,Mathematics,Probability & Statistics,easy,1,none,79.4,60
88,1,2,Mathematics,Probability & Statistics,medium,1,none,103.6,100
89,1,2,Mathematics,Number Theory,easy,0,conceptual,81.5,60
90,1,2,Mathematics,Number Theory,hard,0,silly,191.0,150
91,1,2,Mathematics,Number Theory,easy,0,conceptual,62.9,60
92,1,2,Mathematics,Number Theory,medium,0,conceptual,126.0,100
93,1,2,Mathematics,Number Theory,easy,0,conceptual,70.3,60
94,1,2,Mathematics,Number Theory,easy,0,calculation,73.2,60
95,1,2,Mathematics,Number Theory,easy,0,conceptual,52.3,60
96,1,2,Mathematics,Number Theory,easy,1,none,77.7,60
97,1,3,Mathematics,Algebra,easy,1,none,84.7,60
98,1,3,Mathematics,Algebra,medium,0,conceptual,76.3,100
99,1,3,Mathematics,Algebra,medium,1,none,113.2,100
100,1,3,Mathematics,Algebra,easy,1,none,69.1,60
101,1,3,Mathematics,Algebra,medium,1,none,82.2,100
102,1,3,Mathematics,Algebra,easy,1,none,77.5,60
103,1,3,Mathematics,Algebra,easy,0,silly,82.1,60
104,1,3,Mathematics,Algebra,medium,1,none,142.1,100
105,1,3,Mathematics,Geometry,easy,1,none,50.4,60
106,1,3,Mathematics,Geometry,hard,0,calculation,180.3,150
107,1,3,Mathematics,Geometry,medium,1,none,94.5,100
108,1,3,Mathematics,Geometry,hard,0,conceptual,207.9,150
109,1,3,Mathematics,Geometry,hard,1,none,114.8,150
110,1,3,Mathematics,Geometry,medium,1,none,32.4,100
111,1,3,Mathematics,Geometry,easy,1,none,82.5,60
112,1,3,Mathematics,Geometry,hard,0,calculation,133.8,150
113,1,3,Mathematics,Trigonometry,hard,1,none,190.5,150
114,1,3,Mathematics,Trigonometry,easy,1,none,61.1,60
115,1,3,Mathematics,Trigonometry,medium,0,calculation,68.5,100
116,1,3,Mathematics,Trigonometry,easy,1,none,70.2,60
117,1,3,Mathematics,Trigonometry,medium,1,none,123.2,100
118,1,3,Mathematics,Trigonometry,hard,1,none,143.5,150
119,1,3,Mathematics,Trigonometry,easy,1,none,65.0,60
120,1,3,Mathematics,Trigonometry,easy,1,none,63.5,60
121,1,3,Mathematics,Calculus,easy,0,conceptual,90.1,60
122,1,3,Mathematics,Calculus,medium,0,conceptual,138.5,100
123,1,3,Mathematics,Calculus,medium,1,none,136.5,100
124,1,3,Mathematics,Calculus,hard,1,none,200.3,150
125,1,3,Mathematics,Calculus,easy,0,calculation,51.2,60
126,1,3,Mathematics,Calculus,easy,0,calculation,93.5,60
127,1,3,Mathematics,Calculus,medium,1,none,74.3,100
128,1,3,Mathematics,Calculus,easy,0,conceptual,55.2,60
129,1,3,Mathematics,Probability & Statistics,easy,1,none,58.2,60
130,1,3,Mathematics,Probability & Statistics,easy,1,none,60.0,60
131,1,3,Mathematics,Probability & Statistics,medium,1,none,62.9,100
132,1,3,Mathematics,Probability & Statistics,hard,0,conceptual,136.7,150
133,1,3,Mathematics,Probability & Statistics,hard,1,none,200.8,150
134,1,3,Mathematics,Probability & Statistics,medium,0,calculation,126.0,100
135,1,3,Mathematics,Probability & Statistics,hard,1,none,92.1,150
136,1,3,Mathematics,Probability & Statistics,easy,1,none,60.4,60
137,1,3,Mathematics,Number Theory,easy,0,silly,115.5,60
138,1,3,Mathematics,Number Theory,easy,0,calculation,79.6,60
139,1,3,Mathematics,Number Theory,easy,0,conceptual,67.4,60
140,1,3,Mathematics,Number Theory,medium,1,none,116.2,100
141,1,3,Mathematics,Number Theory,hard,0,silly,115.9,150
142,1,3,Mathematics,Number Theory,medium,0,conceptual,131.0,100
143,1,3,Mathematics,Number Theory,medium,0,calculation,71.6,100
144,1,3,Mathematics,Number Theory,easy,1,none,54.0,60
145,2,1,Mathematics,Algebra,hard,1,none,167.4,150
146,2,1,Mathematics,Algebra,medium,1,none,115.3,100
147,2,1,Mathematics,Algebra,medium,0,conceptual,97.8,100
148,2,1,Mathematics,Algebra,medium,0,calculation,136.2,100
149,2,1,Mathematics,Algebra,easy,0,calculation,49.6,60
150,2,1,Mathematics,Algebra,medium,1,none,131.3,100
151,2,1,Mathematics,Algebra,easy,1,none,73.5,60
152,2,1,Mathematics,Algebra,easy,0,calculation,56.2,60
153,2,1,Mathematics,Geometry,hard,0,conceptual,117.6,150
154,2,1,Mathematics,Geometry,easy,0,conceptual,91.0,60
155,2,1,Mathematics,Geometry,easy,0,silly,114.0,60
156,2,1,Mathematics,Geometry,easy,0,conceptual,81.2,60
157,2,1,Mathematics,Geometry,easy,1,none,97.0,60
158,2,1,Mathematics,Geometry,medium,0,calculation,129.2,100
159,2,1,Mathematics,Geometry,easy,1,none,101.6,60
160,2,1,Mathematics,Geometry,easy,0,conceptual,91.7,60
161,2,1,Mathematics,Trigonometry,medium,1,none,94.2,100
162,2,1,Mathematics,Trigonometry,easy,1,none,84.6,60
163,2,1,Mathematics,Trigonometry,medium,1,none,70.6,100
164,2,1,Mathematics,Trigonometry,medium,1,none,107.5,100
165,2,1,Mathematics,Trigonometry,hard,1,none,119.2,150
166,2,1,Mathematics,Trigonometry,medium,1,none,133.9,100
167,2,1,Mathematics,Trigonometry,easy,1,none,90.8,60
168,2,1,Mathematics,Trigonometry,easy,1,none,71.0,60
169,2,1,Mathematics,Calculus,medium,0,conceptual,82.2,100
170,2,1,Mathematics,Calculus,medium,0,calculation,64.4,100
171,2,1,Mathematics,Calculus,easy,0,conceptual,52.1,60
172,2,1,Mathematics,Calculus,medium,0,silly,171.1,100
173,2,1,Mathematics,Calculus,easy,1,none,47.5,60
174,2,1,Mathematics,Calculus,easy,1,none,45.1,60
175,2,1,Mathematics,Calculus,medium,1,none,92.3,100
176,2,1,Mathematics,Calculus,easy,0,conceptual,65.6,60
177,2,1,Mathematics,Probability & Statistics,medium,1,none,153.6,100
178,2,1,Mathematics,Probability & Statistics,easy,1,none,69.0,60
179,2,1,Mathematics,Probability & Statistics,hard,0,conceptual,146.0,150
180,2,1,Mathematics,Probability & Statistics,easy,0,conceptual,52.4,60
181,2,1,Mathematics,Probability & Statistics,medium,0,calculation,138.2,100
182,2,1,Mathematics,Probability & Statistics,hard,0,conceptual,157.8,150
183,2,1,Mathematics,Probability & Statistics,easy,0,silly,59.8,60
184,2,1,Mathematics,Probability & Statistics,easy,1,none,58.3,60
185,2,1,Mathematics,Number Theory,medium,0,calculation,122.6,100
186,2,1,Mathematics,Number Theory,easy,0,conceptual,65.1,60
187,2,1,Mathematics,Number Theory,medium,0,conceptual,139.9,100
188,2,1,Mathematics,Number Theory,hard,0,silly,178.9,150
189,2,1,Mathematics,Number Theory,easy,0,calculation,77.8,60
190,2,1,Mathematics,Number Theory,medium,0,calculation,127.9,100
191,2,1,Mathematics,Number Theory,hard,0,conceptual,321.9,150
192,2,1,Mathematics,Number Theory,medium,0,conceptual,120.5,100
193,2,2,Mathematics,Algebra,easy,1,none,77.8,60
194,2,2,Mathematics,Algebra,medium,0,conceptual,115.7,100
195,2,2,Mathematics,Algebra,easy,1,none,63.6,60
196,2,2,Mathematics,Algebra,easy,0,calculation,65.3,60
197,2,2,Mathematics,Algebra,medium,0,conceptual,104.9,100
198,2,2,Mathematics,Algebra,medium,0,silly,68.4,100
199,2,2,Mathematics,Algebra,easy,1,none,75.0,60
200,2,2,Mathematics,Algebra,hard,0,calculation,136.4,150
201,2,2,Mathematics,Geometry,medium,0,conceptual,151.0,100
202,2,2,Mathematics,Geometry,hard,1,none,215.4,150
203,2,2,Mathematics,Geometry,hard,0,calculation,161.0,150
204,2,2,Mathematics,Geometry,easy,0,conceptual,55.8,60
205,2,2,Mathematics,Geometry,medium,0,conceptual,106.0,100
206,2,2,Mathematics,Geometry,hard,0,silly,186.5,150
207,2,2,Mathematics,Geometry,hard,0,silly,162.9,150
208,2,2,Mathematics,Geometry,medium,0,silly,123.1,100
209,2,2,Mathematics,Trigonometry,medium,0,calculation,154.0,100
210,2,2,Mathematics,Trigonometry,easy,1,none,50.5,60
211,2,2,Mathematics,Trigonometry,easy,1,none,66.5,60
212,2,2,Mathematics,Trigonometry,medium,1,none,88.7,100
213,2,2,Mathematics,Trigonometry,hard,1,none,199.4,150
214,2,2,Mathematics,Trigonometry,medium,0,calculation,72.2,100
215,2,2,Mathematics,Trigonometry,easy,1,none,65.8,60
216,2,2,Mathematics,Trigonometry,hard,1,none,102.5,150
217,2,2,Mathematics,Calculus,medium,0,conceptual,131.4,100
218,2,2,Mathematics,Calculus,easy,0,silly,92.5,60
219,2,2,Mathematics,Calculus,easy,0,conceptual,76.5,60
220,2,2,Mathematics,Calculus,hard,1,none,182.9,150
221,2,2,Mathematics,Calculus,hard,0,conceptual,227.0,150
222,2,2,Mathematics,Calculus,hard,0,calculation,178.1,150
223,2,2,Mathematics,Calculus,easy,1,none,79.9,60
224,2,2,Mathematics,Calculus,hard,0,calculation,178.9,150
225,2,2,Mathematics,Probability & Statistics,medium,0,silly,93.7,100
226,2,2,Mathematics,Probability & Statistics,easy,1,none,90.6,60
227,2,2,Mathematics,Probability & Statistics,easy,0,conceptual,83.7,60
228,2,2,Mathematics,Probability & Statistics,medium,0,conceptual,117.2,100
229,2,2,Mathematics,Probability & Statistics,easy,0,conceptual,94.9,60
230,2,2,Mathematics,Probability & Statistics,hard,0,calculation,184.7,150
231,2,2,Mathematics,Probability & Statistics,easy,1,none,106.8,60
232,2,2,Mathematics,Probability & Statistics,easy,1,none,65.4,60
233,2,2,Mathematics,Number Theory,easy,1,none,71.6,60
234,2,2,Mathematics,Number Theory,hard,0,silly,134.3,150
235,2,2,Mathematics,Number Theory,easy,0,silly,53.4,60
236,2,2,Mathematics,Number Theory,easy,0,conceptual,68.9,60
237,2,2,Mathematics,Number Theory,medium,0,conceptual,133.4,100
238,2,2,Mathematics,Number Theory,easy,0,conceptual,75.1,60
239,2,2,Mathematics,Number Theory,medium,0,silly,155.6,100
240,2,2,Mathematics,Number Theory,easy,0,silly,88.8,60
241,2,3,Mathematics,Algebra,medium,0,conceptual,109.2,100
242,2,3,Mathematics,Algebra,easy,1,none,44.8,60
243,2,3,Mathematics,Algebra,easy,1,none,71.1,60
244,2,3,Mathematics,Algebra,medium,1,none,117.2,100
245,2,3,Mathematics,Algebra,hard,1,none,150.0,150
246,2,3,Mathematics,Algebra,medium,0,conceptual,104.8,100
247,2,3,Mathematics,Algebra,medium,0,conceptual,51.5,100
248,2,3,Mathematics,Algebra,hard,1,none,232.3,150
249,2,3,Mathematics,Geometry,easy,1,none,109.4,60
250,2,3,Mathematics,Geometry,medium,0,conceptual,111.9,100
251,2,3,Mathematics,Geometry,hard,0,conceptual,170.4,150
252,2,3,Mathematics,Geometry,easy,0,silly,75.4,60
253,2,3,Mathematics,Geometry,medium,0,conceptual,93.7,100
254,2,3,Mathematics,Geometry,hard,0,calculation,211.7,150
255,2,3,Mathematics,Geometry,easy,1,none,71.6,60
256,2,3,Mathematics,Geometry,medium,0,conceptual,75.2,100
257,2,3,Mathematics,Trigonometry,easy,1,none,53.5,60
258,2,3,Mathematics,Trigonometry,medium,1,none,124.3,100
259,2,3,Mathematics,Trigonometry,medium,1,none,84.1,100
260,2,3,Mathematics,Trigonometry,medium,1,none,102.6,100
261,2,3,Mathematics,Trigonometry,medium,1,none,40.9,100
262,2,3,Mathematics,Trigonometry,easy,0,conceptual,70.6,60
263,2,3,Mathematics,Trigonometry,hard,0,calculation,173.5,150
264,2,3,Mathematics,Trigonometry,hard,1,none,187.0,150
265,2,3,Mathematics,Calculus,easy,0,calculation,65.4,60
266,2,3,Mathematics,Calculus,medium,0,silly,125.3,100
267,2,3,Mathematics,Calculus,hard,0,conceptual,184.4,150
268,2,3,Mathematics,Calculus,medium,0,conceptual,149.3,100
269,2,3,Mathematics,Calculus,hard,0,conceptual,239.7,150
270,2,3,Mathematics,Calculus,easy,1,none,46.4,60
271,2,3,Mathematics,Calculus,hard,0,calculation,205.3,150
272,2,3,Mathematics,Calculus,hard,0,conceptual,209.5,150
273,2,3,Mathematics,Probability & Statistics,medium,1,none,79.5,100
274,2,3,Mathematics,Probability & Statistics,medium,0,silly,85.6,100
275,2,3,Mathematics,Probability & Statistics,medium,0,silly,111.8,100
276,2,3,Mathematics,Probability & Statistics,medium,1,none,103.1,100
277,2,3,Mathematics,Probability & Statistics,easy,0,conceptual,58.8,60
278,2,3,Mathematics,Probability & Statistics,medium,1,none,122.0,100
279,2,3,Mathematics,Probability & Statistics,easy,1,none,46.2,60
280,2,3,Mathematics,Probability & Statistics,medium,0,conceptual,133.4,100
281,2,3,Mathematics,Number Theory,medium,1,none,93.2,100
282,2,3,Mathematics,Number Theory,easy,0,calculation,64.5,60
283,2,3,Mathematics,Number Theory,medium,0,calculation,134.6,100
284,2,3,Mathematics,Number Theory,easy,1,none,87.2,60
285,2,3,Mathematics,Number Theory,easy,0,calculation,54.3,60
286,2,3,Mathematics,Number Theory,easy,0,silly,80.4,60
287,2,3,Mathematics,Number Theory,easy,0,calculation,53.4,60
288,2,3,Mathematics,Number Theory,hard,0,calculation,167.7,150
289,3,1,Mathematics,Algebra,hard,1,none,190.2,150
290,3,1,Mathematics,Algebra,medium,0,conceptual,131.5,100
291,3,1,Mathematics,Algebra,hard,0,calculation,184.4,150
292,3,1,Mathematics,Algebra,medium,0,calculation,102.4,100
293,3,1,Mathematics,Algebra,medium,0,silly,151.9,100
294,3,1,Mathematics,Algebra,medium,1,none,168.1,100
295,3,1,Mathematics,Algebra,easy,0,calculation,60.7,60
296,3,1,Mathematics,Algebra,medium,0,calculation,126.3,100
297,3,1,Mathematics,Geometry,medium,1,none,192.9,100
298,3,1,Mathematics,Geometry,hard,1,none,224.1,150
299,3,1,Mathematics,Geometry,hard,1,none,160.8,150
300,3,1,Mathematics,Geometry,easy,1,none,80.8,60
301,3,1,Mathematics,Geometry,easy,0,conceptual,39.5,60
302,3,1,Mathematics,Geometry,easy,0,conceptual,62.2,60
303,3,1,Mathematics,Geometry,easy,1,none,96.4,60
304,3,1,Mathematics,Geometry,easy,1,none,59.4,60
305,3,1,Mathematics,Trigonometry,easy,0,conceptual,65.0,60
306,3,1,Mathematics,Trigonometry,easy,1,none,78.6,60
307,3,1,Mathematics,Trigonometry,medium,0,calculation,109.3,100
308,3,1,Mathematics,Trigonometry,medium,0,calculation,141.2,100
309,3,1,Mathematics,Trigonometry,medium,0,calculation,135.5,100
310,3,1,Mathematics,Trigonometry,easy,0,calculation,57.1,60
311,3,1,Mathematics,Trigonometry,medium,1,none,110.9,100
312,3,1,Mathematics,Trigonometry,medium,0,silly,85.9,100
313,3,1,Mathematics,Calculus,easy,1,none,48.9,60
314,3,1,Mathematics,Calculus,hard,0,calculation,179.5,150
315,3,1,Mathematics,Calculus,hard,1,none,152.4,150
316,3,1,Mathematics,Calculus,medium,0,silly,105.3,100
317,3,1,Mathematics,Calculus,easy,1,none,69.2,60
318,3,1,Mathematics,Calculus,medium,1,none,84.4,100
319,3,1,Mathematics,Calculus,medium,1,none,44.9,100
320,3,1,Mathematics,Calculus,medium,1,none,122.3,100
321,3,1,Mathematics,Probability & Statistics,medium,1,none,140.7,100
322,3,1,Mathematics,Probability & Statistics,hard,0,silly,137.7,150
323,3,1,Mathematics,Probability & Statistics,medium,0,silly,122.0,100
324,3,1,Mathematics,Probability & Statistics,hard,0,silly,163.9,150
325,3,1,Mathematics,Probability & Statistics,easy,0,conceptual,83.3,60
326,3,1,Mathematics,Probability & Statistics,medium,1,none,111.7,100
327,3,1,Mathematics,Probability & Statistics,easy,1,none,67.1,60
328,3,1,Mathematics,Probability & Statistics,medium,0,conceptual,95.7,100
329,3,1,Mathematics,Number Theory,medium,1,none,107.3,100
330,3,1,Mathematics,Number Theory,medium,1,none,119.8,100
331,3,1,Mathematics,Number Theory,medium,0,silly,76.5,100
332,3,1,Mathematics,Number Theory,easy,0,conceptual,68.1,60
333,3,1,Mathematics,Number Theory,medium,0,silly,124.5,100
334,3,1,Mathematics,Number Theory,medium,0,conceptual,150.7,100
335,3,1,Mathematics,Number Theory,easy,1,none,69.8,60
336,3,1,Mathematics,Number Theory,easy,1,none,71.5,60
337,3,2,Mathematics,Algebra,medium,0,conceptual,83.2,100
338,3,2,Mathematics,Algebra,medium,1,none,143.9,100
339,3,2,Mathematics,Algebra,medium,0,calculation,107.1,100
340,3,2,Mathematics,Algebra,hard,1,none,207.8,150
341,3,2,Mathematics,Algebra,hard,0,conceptual,207.8,150
342,3,2,Mathematics,Algebra,hard,1,none,231.8,150
343,3,2,Mathematics,Algebra,easy,1,none,36.9,60
344,3,2,Mathematics,Algebra,easy,0,calculation,62.9,60
345,3,2,Mathematics,Geometry,easy,0,silly,63.4,60
346,3,2,Mathematics,Geometry,easy,1,none,44.7,60
347,3,2,Mathematics,Geometry,medium,0,conceptual,134.0,100
348,3,2,Mathematics,Geometry,easy,1,none,57.2,60
349,3,2,Mathematics,Geometry,medium,0,silly,94.1,100
350,3,2,Mathematics,Geometry,easy,0,conceptual,55.0,60
351,3,2,Mathematics,Geometry,medium,1,none,121.1,100
352,3,2,Mathematics,Geometry,medium,1,none,99.7,100
353,3,2,Mathematics,Trigonometry,medium,1,none,177.2,100
354,3,2,Mathematics,Trigonometry,hard,1,none,190.1,150
355,3,2,Mathematics,Trigonometry,easy,1,none,70.6,60
356,3,2,Mathematics,Trigonometry,medium,0,silly,111.2,100
357,3,2,Mathematics,Trigonometry,medium,1,none,58.4,100
358,3,2,Mathematics,Trigonometry,easy,1,none,104.2,60
359,3,2,Mathematics,Trigonometry,medium,0,conceptual,115.7,100
360,3,2,Mathematics,Trigonometry,easy,1,none,68.6,60
361,3,2,Mathematics,Calculus,easy,0,conceptual,73.3,60
362,3,2,Mathematics,Calculus,medium,1,none,125.0,100
363,3,2,Mathematics,Calculus,hard,1,none,251.4,150
364,3,2,Mathematics,Calculus,easy,1,none,82.3,60
365,3,2,Mathematics,Calculus,medium,1,none,107.9,100
366,3,2,Mathematics,Calculus,hard,0,calculation,208.8,150
367,3,2,Mathematics,Calculus,easy,1,none,61.2,60
368,3,2,Mathematics,Calculus,hard,0,calculation,107.9,150
369,3,2,Mathematics,Probability & Statistics,medium,0,calculation,98.3,100
370,3,2,Mathematics,Probability & Statistics,medium,0,calculation,108.7,100
371,3,2,Mathematics,Probability & Statistics,medium,0,conceptual,122.7,100
372,3,2,Mathematics,Probability & Statistics,medium,0,calculation,95.8,100
373,3,2,Mathematics,Probability & Statistics,medium,0,conceptual,146.5,100
374,3,2,Mathematics,Probability & Statistics,easy,1,none,67.9,60
375,3,2,Mathematics,Probability & Statistics,easy,1,none,87.3,60
376,3,2,Mathematics,Probability & Statistics,medium,0,conceptual,61.8,100
377,3,2,Mathematics,Number Theory,easy,1,none,69.3,60
378,3,2,Mathematics,Number Theory,easy,1,none,76.8,60
379,3,2,Mathematics,Number Theory,easy,1,none,51.2,60
380,3,2,Mathematics,Number Theory,easy,1,none,48.6,60
381,3,2,Mathematics,Number Theory,easy,1,none,57.3,60
382,3,2,Mathematics,Number Theory,easy,1,none,68.3,60
383,3,2,Mathematics,Number Theory,medium,0,calculation,94.7,100
384,3,2,Mathematics,Number Theory,medium,0,silly,120.2,100
385,3,3,Mathematics,Algebra,easy,0,conceptual,73.4,60
386,3,3,Mathematics,Algebra,medium,0,conceptual,126.1,100
387,3,3,Mathematics,Algebra,medium,1,none,104.1,100
388,3,3,Mathematics,Algebra,medium,0,silly,147.9,100
389,3,3,Mathematics,Algebra,easy,0,calculation,56.4,60
390,3,3,Mathematics,Algebra,medium,0,calculation,114.1,100
391,3,3,Mathematics,Algebra,easy,1,none,71.4,60
392,3,3,Mathematics,Algebra,medium,0,silly,125.6,100
393,3,3,Mathematics,Geometry,easy,0,silly,49.3,60
394,3,3,Mathematics,Geometry,medium,0,conceptual,80.5,100
395,3,3,Mathematics,Geometry,hard,0,conceptual,157.3,150
396,3,3,Mathematics,Geometry,medium,1,none,118.1,100
397,3,3,Mathematics,Geometry,medium,1,none,126.5,100
398,3,3,Mathematics,Geometry,hard,0,conceptual,132.6,150
399,3,3,Mathematics,Geometry,medium,0,calculation,95.8,100
400,3,3,Mathematics,Geometry,easy,1,none,93.9,60
401,3,3,Mathematics,Trigonometry,medium,1,none,113.1,100
402,3,3,Mathematics,Trigonometry,medium,1,none,117.0,100
403,3,3,Mathematics,Trigonometry,easy,0,conceptual,80.5,60
404,3,3,Mathematics,Trigonometry,easy,1,none,75.1,60
405,3,3,Mathematics,Trigonometry,medium,0,silly,138.0,100
406,3,3,Mathematics,Trigonometry,easy,0,conceptual,64.1,60
407,3,3,Mathematics,Trigonometry,medium,1,none,105.3,100
408,3,3,Mathematics,Trigonometry,easy,1,none,67.1,60
409,3,3,Mathematics,Calculus,hard,0,silly,215.3,150
410,3,3,Mathematics,Calculus,easy,1,none,61.9,60
411,3,3,Mathematics,Calculus,medium,0,conceptual,114.8,100
412,3,3,Mathematics,Calculus,easy,1,none,57.8,60
413,3,3,Mathematics,Calculus,hard,0,calculation,184.9,150
414,3,3,Mathematics,Calculus,medium,1,none,111.7,100
415,3,3,Mathematics,Calculus,medium,1,none,110.9,100
416,3,3,Mathematics,Calculus,medium,1,none,107.7,100
417,3,3,Mathematics,Probability & Statistics,easy,0,calculation,104.4,60
418,3,3,Mathematics,Probability & Statistics,hard,0,conceptual,166.6,150
419,3,3,Mathematics,Probability & Statistics,hard,1,none,159.3,150
420,3,3,Mathematics,Probability & Statistics,easy,1,none,75.4,60
421,3,3,Mathematics,Probability & Statistics,medium,0,calculation,85.9,100
422,3,3,Mathematics,Probability & Statistics,hard,0,silly,219.2,150
423,3,3,Mathematics,Probability & Statistics,hard,0,conceptual,252.8,150
424,3,3,Mathematics,Probability & Statistics,medium,1,none,98.5,100
425,3,3,Mathematics,Number Theory,easy,0,conceptual,57.9,60
426,3,3,Mathematics,Number Theory,easy,0,silly,37.0,60
427,3,3,Mathematics,Number Theory,easy,1,none,65.9,60
428,3,3,Mathematics,Number Theory,easy,0,conceptual,60.5,60
429,3,3,Mathematics,Number Theory,hard,1,none,178.3,150
430,3,3,Mathematics,Number Theory,hard,0,silly,190.7,150
