student_id,topic,accuracy,silly_rate,conceptual_rate,calculation_rate,avg_time_ratio,n_questions,is_weak
10,Geometry,0.6666666666666666,0.375,0.25,0.375,1.1576527777777776,24,0
10,Number Theory,0.6666666666666666,0.25,0.25,0.5,0.9890833333333333,24,0
10,Probability & Statistics,0.9583333333333334,1.0,0.0,0.0,1.0386666666666666,24,0
10,Trigonometry,0.875,0.6666666666666666,0.3333333333333333,0.0,1.0091388888888888,24,0
11,Algebra,0.9166666666666666,0.0,0.5,0.5,1.0374166666666664,24,0
11,Calculus,0.75,0.0,0.5,0.5,0.97375,24,0
11,Geometry,0.9166666666666666,0.5,0.5,0.0,1.1452083333333334,24,0
11,Number Theory,0.4166666666666667,0.0,0.7142857142857143,0.2857142857142857,1.137888888888889,24,1
11,Probability & Statistics,0.25,0.2222222222222222,0.6111111111111112,0.16666666666666666,1.2430555555555556,24,1
11,Trigonometry,0.25,0.05555555555555555,0.6666666666666666,0.2777777777777778,1.1915555555555555,24,1
12,Algebra,0.875,0.6666666666666666,0.3333333333333333,0.0,1.0268472222222222,24,0
12,Calculus,0.8333333333333334,0.0,0.25,0.75,1.0895833333333333,24,0
12,Geometry,0.8333333333333334,0.25,0.0,0.75,0.9735555555555555,24,0
12,Number Theory,0.75,0.16666666666666666,0.3333333333333333,0.5,1.1316249999999999,24,0
12,Probability & Statistics,0.8333333333333334,1.0,0.0,0.0,1.1102638888888887,24,0
12,Trigonometry,0.9166666666666666,1.0,0.0,0.0,1.0731805555555556,24,0
13,Algebra,0.7916666666666666,0.2,0.4,0.4,1.0354305555555554,24,0
13,Calculus,0.5,0.16666666666666666,0.5,0.3333333333333333,1.1390833333333332,24,0
13,Geometry,0.5416666666666666,0.2727272727272727,0.18181818181818182,0.5454545454545454,1.0555,24,0
13,Number Theory,0.625,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.8930833333333333,24,0
13,Probability & Statistics,0.16666666666666666,0.1,0.6,0.3,1.2274166666666668,24,1
13,Trigonometry,0.2916666666666667,0.23529411764705882,0.35294117647058826,0.4117647058823529,1.2896527777777778,24,1
14,Algebra,0.375,0.4,0.4666666666666667,0.13333333333333333,1.2595277777777778,24,1
14,Calculus,0.4166666666666667,0.21428571428571427,0.5714285714285714,0.21428571428571427,1.1147222222222222,24,1
14,Geometry,0.4166666666666667,0.2857142857142857,0.6428571428571429,0.07142857142857142,1.1703472222222222,24,1
14,Number Theory,0.6666666666666666,0.125,0.5,0.375,1.0028750000000002,24,0
14,Probability & Statistics,0.375,0.26666666666666666,0.4,0.3333333333333333,1.1656805555555556,24,1
14,Trigonometry,0.20833333333333334,0.2631578947368421,0.631578947368421,0.10526315789473684,1.1245972222222222,24,1
15,Algebra,0.375,0.06666666666666667,0.6,0.3333333333333333,1.1560277777777779,24,1
15,Calculus,0.8333333333333334,0.25,0.75,0.0,1.0210277777777776,24,0
15,Geometry,0.7083333333333334,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.05825,24,0
15,Number Theory,0.2916666666666667,0.35294117647058826,0.35294117647058826,0.29411764705882354,1.1540833333333333,24,1
15,Probability & Statistics,0.16666666666666666,0.2,0.65,0.15,1.2270694444444443,24,1
15,Trigonometry,0.625,0.1111111111111111,0.5555555555555556,0.3333333333333333,1.1487083333333332,24,0
16,Algebra,0.9166666666666666,0.5,0.5,0.0,1.0127916666666665,24,0
16,Calculus,0.3333333333333333,0.1875,0.5,0.3125,1.143361111111111,24,1
16,Geometry,0.6666666666666666,0.25,0.5,0.25,1.0227916666666668,24,0
16,Number Theory,0.16666666666666666,0.2,0.55,0.25,1.2378333333333333,24,1
16,Probability & Statistics,0.2916666666666667,0.29411764705882354,0.47058823529411764,0.23529411764705882,1.1644166666666667,24,1
16,Trigonometry,0.625,0.2222222222222222,0.3333333333333333,0.4444444444444444,1.0179027777777778,24,0
17,Algebra,0.20833333333333334,0.15789473684210525,0.5263157894736842,0.3157894736842105,1.2327222222222223,24,1
17,Calculus,0.2916666666666667,0.058823529411764705,0.47058823529411764,0.47058823529411764,1.2581666666666667,24,1
17,Geometry,0.875,0.6666666666666666,0.3333333333333333,0.0,0.9672083333333333,24,0
17,Number Theory,0.5833333333333334,0.1,0.7,0.2,1.073625,24,0
17,Probability & Statistics,0.9166666666666666,0.0,1.0,0.0,1.0351527777777776,24,0
17,Trigonometry,0.75,0.16666666666666666,0.5,0.3333333333333333,1.1223888888888889,24,0
18,Algebra,0.8333333333333334,0.0,0.5,0.5,1.0184444444444445,24,0
18,Calculus,0.4166666666666667,0.07142857142857142,0.6428571428571429,0.2857142857142857,1.132486111111111,24,1
18,Geometry,0.9166666666666666,0.5,0.5,0.0,1.0270416666666666,24,0
18,Number Theory,0.5416666666666666,0.36363636363636365,0.18181818181818182,0.45454545454545453,1.0469583333333332,24,0
18,Probability & Statistics,0.5833333333333334,0.1,0.6,0.3,0.9844305555555556,24,0
18,Trigonometry,0.5,0.16666666666666666,0.3333333333333333,0.5,1.132611111111111,24,0
19,Algebra,0.375,0.06666666666666667,0.5333333333333333,0.4,1.2203888888888887,24,1
19,Calculus,0.75,0.5,0.3333333333333333,0.16666666666666666,1.0971944444444446,24,0
19,Geometry,0.5416666666666666,0.36363636363636365,0.09090909090909091,0.5454545454545454,1.1219166666666667,24,0
19,Number Theory,0.6666666666666666,0.5,0.5,0.0,1.1255416666666667,24,0
19,Probability & Statistics,0.5416666666666666,0.18181818181818182,0.5454545454545454,0.2727272727272727,1.1214722222222224,24,0
19,Trigonometry,0.25,0.3888888888888889,0.5,0.1111111111111111,1.227111111111111,24,1
20,Algebra,0.5833333333333334,0.5,0.3,0.2,1.1332638888888888,24,0
20,Calculus,0.5833333333333334,0.4,0.3,0.3,1.2660138888888888,24,0
20,Geometry,0.75,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.9512083333333333,24,0
20,Number Theory,0.4583333333333333,0.15384615384615385,0.7692307692307693,0.07692307692307693,1.0563333333333331,24,1
20,Probability & Statistics,0.4166666666666667,0.07142857142857142,0.7142857142857143,0.21428571428571427,1.1188194444444444,24,1
20,Trigonometry,0.5,0.5,0.4166666666666667,0.08333333333333333,1.2169583333333334,24,0
21,Algebra,0.5833333333333334,0.3,0.6,0.1,1.0841944444444442,24,0
21,Calculus,0.625,0.2222222222222222,0.6666666666666666,0.1111111111111111,1.0137361111111112,24,0
21,Geometry,0.5833333333333334,0.2,0.7,0.1,1.0735972222222223,24,0
21,Number Theory,0.7916666666666666,0.2,0.4,0.4,1.055777777777778,24,0
21,Probability & Statistics,0.2916666666666667,0.17647058823529413,0.7058823529411765,0.11764705882352941,1.1909861111111113,24,1
21,Trigonometry,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,1.0525555555555555,24,0
22,Algebra,0.875,0.0,0.0,1.0,0.9654305555555555,24,0
22,Calculus,0.2916666666666667,0.11764705882352941,0.7058823529411765,0.17647058823529413,1.1231666666666666,24,1
22,Geometry,0.5833333333333334,0.2,0.4,0.4,1.1509305555555556,24,0
22,Number Theory,0.4583333333333333,0.15384615384615385,0.6923076923076923,0.15384615384615385,1.1311527777777777,24,1
22,Probability & Statistics,0.4583333333333333,0.15384615384615385,0.6153846153846154,0.23076923076923078,1.1047916666666666,24,1
22,Trigonometry,0.375,0.13333333333333333,0.4666666666666667,0.4,1.1560694444444444,24,1
23,Algebra,0.8333333333333334,0.0,1.0,0.0,1.0376666666666667,24,0
23,Calculus,0.20833333333333334,0.2631578947368421,0.3684210526315789,0.3684210526315789,1.1814444444444445,24,1
23,Geometry,0.875,0.0,0.6666666666666666,0.3333333333333333,0.9760416666666667,24,0
23,Number Theory,0.4166666666666667,0.14285714285714285,0.21428571428571427,0.6428571428571429,1.1554166666666668,24,1
23,Probability & Statistics,0.6666666666666666,0.125,0.375,0.5,1.1283333333333332,24,0
23,Trigonometry,0.6666666666666666,0.125,0.75,0.125,1.1059861111111111,24,0
24,Algebra,0.5416666666666666,0.45454545454545453,0.5454545454545454,0.0,1.1875416666666665,24,0
24,Calculus,0.7916666666666666,0.2,0.4,0.4,1.1072083333333333,24,0
24,Geometry,0.20833333333333334,0.47368421052631576,0.2631578947368421,0.2631578947368421,1.2417222222222222,24,1
24,Number Theory,0.5,0.5,0.5,0.0,1.0655833333333333,24,0
24,Probability & Statistics,0.5833333333333334,0.3,0.3,0.4,0.9910138888888889,24,0
24,Trigonometry,0.7916666666666666,0.2,0.4,0.4,0.9758888888888889,24,0
25,Algebra,0.5416666666666666,0.36363636363636365,0.09090909090909091,0.5454545454545454,1.1083472222222222,24,0
25,Calculus,0.75,0.6666666666666666,0.0,0.3333333333333333,1.0292361111111112,24,0
25,Geometry,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1194444444444445,24,1
25,Number Theory,0.7083333333333334,0.0,0.42857142857142855,0.5714285714285714,0.9977499999999999,24,0
25,Probability & Statistics,0.875,0.3333333333333333,0.6666666666666666,0.0,1.0115,24,0
25,Trigonometry,0.6666666666666666,0.5,0.125,0.375,0.9282083333333334,24,0
26,Algebra,0.3333333333333333,0.5,0.3125,0.1875,1.1766527777777778,24,1
26,Calculus,0.4583333333333333,0.15384615384615385,0.38461538461538464,0.46153846153846156,1.1172777777777778,24,1
26,Geometry,0.8333333333333334,0.0,0.25,0.75,0.9301527777777778,24,0
26,Number Theory,0.3333333333333333,0.375,0.5,0.125,1.1202500000000002,24,1
26,Probability & Statistics,0.4583333333333333,0.15384615384615385,0.6153846153846154,0.23076923076923078,1.1381805555555555,24,1
26,Trigonometry,0.4583333333333333,0.46153846153846156,0.38461538461538464,0.15384615384615385,1.1777499999999999,24,1
27,Algebra,0.3333333333333333,0.3125,0.5,0.1875,1.1650833333333335,24,1
27,Calculus,0.9166666666666666,1.0,0.0,0.0,0.9999722222222222,24,0
27,Geometry,0.6666666666666666,0.25,0.625,0.125,1.0899027777777779,24,0
27,Number Theory,0.5833333333333334,0.3,0.5,0.2,0.9956527777777776,24,0
27,Probability & Statistics,0.375,0.26666666666666666,0.4,0.3333333333333333,1.177125,24,1
27,Trigonometry,0.5833333333333334,0.3,0.6,0.1,1.0382638888888889,24,0
28,Algebra,0.5833333333333334,0.3,0.5,0.2,1.1609305555555556,24,0
28,Calculus,0.4583333333333333,0.46153846153846156,0.15384615384615385,0.38461538461538464,1.0651388888888889,24,1
28,Geometry,0.5833333333333334,0.3,0.3,0.4,1.1274583333333335,24,0
28,Number Theory,0.8333333333333334,0.25,0.75,0.0,1.0305416666666667,24,0
28,Probability & Statistics,0.625,0.4444444444444444,0.1111111111111111,0.4444444444444444,1.0925555555555555,24,0
28,Trigonometry,0.75,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0742222222222222,24,0
29,Algebra,0.2916666666666667,0.17647058823529413,0.5294117647058824,0.29411764705882354,1.1448194444444446,24,1
29,Calculus,0.20833333333333334,0.10526315789473684,0.3684210526315789,0.5263157894736842,1.1994166666666668,24,1
29,Geometry,0.5833333333333334,0.4,0.3,0.3,1.123347222222222,24,0
29,Number Theory,0.2916666666666667,0.29411764705882354,0.5882352941176471,0.11764705882352941,1.204375,24,1
29,Probability & Statistics,0.5,0.16666666666666666,0.5,0.3333333333333333,1.123875,24,0
29,Trigonometry,0.875,0.6666666666666666,0.3333333333333333,0.0,1.021,24,0
30,Algebra,0.375,0.2,0.5333333333333333,0.26666666666666666,1.211375,24,1
30,Calculus,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9260416666666668,24,0
30,Geometry,0.4166666666666667,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.1650277777777778,24,1
30,Number Theory,0.5416666666666666,0.2727272727272727,0.5454545454545454,0.18181818181818182,1.0714027777777777,24,0
30,Probability & Statistics,0.7083333333333334,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.0346805555555554,24,0
30,Trigonometry,0.5833333333333334,0.3,0.4,0.3,1.0763749999999999,24,0
31,Algebra,0.5416666666666666,0.18181818181818182,0.45454545454545453,0.36363636363636365,1.0350416666666666,24,0
31,Calculus,0.6666666666666666,0.25,0.5,0.25,0.9975416666666668,24,0
31,Geometry,0.7083333333333334,0.0,1.0,0.0,1.0589027777777777,24,0
31,Number Theory,0.6666666666666666,0.375,0.625,0.0,1.1512916666666666,24,0
31,Probability & Statistics,0.5416666666666666,0.2727272727272727,0.5454545454545454,0.18181818181818182,1.1952777777777779,24,0
31,Trigonometry,0.5416666666666666,0.45454545454545453,0.45454545454545453,0.09090909090909091,1.1669722222222223,24,0
32,Algebra,0.8333333333333334,0.5,0.0,0.5,1.049736111111111,24,0
32,Calculus,0.20833333333333334,0.10526315789473684,0.5789473684210527,0.3157894736842105,1.198388888888889,24,1
32,Geometry,0.5416666666666666,0.36363636363636365,0.36363636363636365,0.2727272727272727,1.1100138888888889,24,0
32,Number Theory,0.16666666666666666,0.25,0.4,0.35,1.0166250000000001,24,1
32,Probability & Statistics,0.6666666666666666,0.375,0.5,0.125,1.14025,24,0
32,Trigonometry,0.5,0.16666666666666666,0.5,0.3333333333333333,1.066263888888889,24,0
33,Algebra,0.7083333333333334,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.1148749999999998,24,0
33,Calculus,0.4166666666666667,0.14285714285714285,0.5,0.35714285714285715,1.1557916666666668,24,1
33,Geometry,0.20833333333333334,0.21052631578947367,0.42105263157894735,0.3684210526315789,1.1882916666666665,24,1
33,Number Theory,0.6666666666666666,0.25,0.5,0.25,1.0622777777777779,24,0
33,Probability & Statistics,0.5,0.08333333333333333,0.5833333333333334,0.3333333333333333,1.130472222222222,24,0
33,Trigonometry,0.7083333333333334,0.0,0.42857142857142855,0.5714285714285714,1.0881805555555555,24,0
34,Algebra,0.4583333333333333,0.07692307692307693,0.46153846153846156,0.46153846153846156,1.0888055555555556,24,1
34,Calculus,0.625,0.3333333333333333,0.6666666666666666,0.0,1.1214583333333332,24,0
34,Geometry,0.7916666666666666,0.4,0.2,0.4,1.0066944444444446,24,0
34,Number Theory,0.08333333333333333,0.13636363636363635,0.5454545454545454,0.3181818181818182,1.2308194444444445,24,1
34,Probability & Statistics,0.7083333333333334,0.42857142857142855,0.5714285714285714,0.0,1.0985555555555555,24,0
34,Trigonometry,0.8333333333333334,0.75,0.25,0.0,1.0689722222222222,24,0
35,Algebra,0.375,0.13333333333333333,0.6,0.26666666666666666,1.138861111111111,24,1
35,Calculus,0.8333333333333334,0.0,0.5,0.5,0.978986111111111,24,0
35,Geometry,0.625,0.2222222222222222,0.2222222222222222,0.5555555555555556,1.0665694444444445,24,0
35,Number Theory,0.6666666666666666,0.25,0.5,0.25,1.120125,24,0
35,Probability & Statistics,0.375,0.2,0.3333333333333333,0.4666666666666667,1.1124027777777779,24,1
35,Trigonometry,0.125,0.09523809523809523,0.6190476190476191,0.2857142857142857,1.2359861111111112,24,1
36,Algebra,0.5833333333333334,0.3,0.5,0.2,1.1890694444444445,24,0
36,Calculus,0.08333333333333333,0.18181818181818182,0.6818181818181818,0.13636363636363635,1.28525,24,1
36,Geometry,0.5833333333333334,0.1,0.4,0.5,1.069597222222222,24,0
36,Number Theory,0.75,0.3333333333333333,0.16666666666666666,0.5,1.0251944444444445,24,0
36,Probability & Statistics,0.8333333333333334,0.25,0.5,0.25,1.0432777777777777,24,0
36,Trigonometry,0.7083333333333334,0.14285714285714285,0.7142857142857143,0.14285714285714285,1.0223194444444446,24,0
37,Algebra,0.6666666666666666,0.0,0.875,0.125,1.1530555555555555,24,0
37,Calculus,0.25,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.105902777777778,24,1
37,Geometry,0.20833333333333334,0.10526315789473684,0.5789473684210527,0.3157894736842105,1.1730972222222222,24,1
37,Number Theory,0.5416666666666666,0.18181818181818182,0.5454545454545454,0.2727272727272727,1.0407083333333333,24,0
37,Probability & Statistics,0.875,0.0,0.3333333333333333,0.6666666666666666,1.026111111111111,24,0
37,Trigonometry,0.2916666666666667,0.23529411764705882,0.23529411764705882,0.5294117647058824,1.2272222222222222,24,1
38,Algebra,0.6666666666666666,0.375,0.375,0.25,1.1252083333333334,24,0
38,Calculus,0.3333333333333333,0.25,0.5625,0.1875,1.1045694444444443,24,1
38,Geometry,0.5416666666666666,0.09090909090909091,0.7272727272727273,0.18181818181818182,1.0492361111111113,24,0
38,Number Theory,0.16666666666666666,0.25,0.6,0.15,1.2358472222222223,24,1
38,Probability & Statistics,0.75,0.3333333333333333,0.16666666666666666,0.5,1.0709861111111112,24,0
38,Trigonometry,0.5416666666666666,0.2727272727272727,0.36363636363636365,0.36363636363636365,1.0323611111111113,24,0
39,Algebra,0.3333333333333333,0.375,0.375,0.25,1.1370972222222222,24,1
39,Calculus,0.4583333333333333,0.15384615384615385,0.7692307692307693,0.07692307692307693,1.0877777777777777,24,1
39,Geometry,0.3333333333333333,0.4375,0.5,0.0625,1.0996944444444443,24,1
39,Number Theory,0.8333333333333334,0.25,0.75,0.0,1.061972222222222,24,0
39,Probability & Statistics,0.7083333333333334,0.2857142857142857,0.7142857142857143,0.0,1.0278194444444446,24,0
39,Trigonometry,0.5,0.25,0.3333333333333333,0.4166666666666667,1.1762083333333333,24,0
40,Algebra,0.6666666666666666,0.5,0.25,0.25,1.0243472222222223,24,0
40,Calculus,0.25,0.3888888888888889,0.2777777777777778,0.3333333333333333,1.1643055555555555,24,1
40,Geometry,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0821805555555557,24,0
40,Number Theory,0.3333333333333333,0.3125,0.375,0.3125,1.1118194444444445,24,1
40,Probability & Statistics,0.4166666666666667,0.35714285714285715,0.35714285714285715,0.2857142857142857,1.1411666666666667,24,1
40,Trigonometry,0.08333333333333333,0.045454545454545456,0.6818181818181818,0.2727272727272727,1.1600555555555554,24,1
41,Algebra,0.7083333333333334,0.0,0.42857142857142855,0.5714285714285714,1.0979027777777777,24,0
41,Calculus,0.5833333333333334,0.1,0.5,0.4,1.0834027777777777,24,0
41,Geometry,0.875,0.0,0.6666666666666666,0.3333333333333333,1.050125,24,0
41,Number Theory,0.125,0.09523809523809523,0.5238095238095238,0.38095238095238093,1.2804861111111112,24,1
41,Probability & Statistics,0.3333333333333333,0.375,0.5,0.125,1.116388888888889,24,1
41,Trigonometry,0.2916666666666667,0.11764705882352941,0.5882352941176471,0.29411764705882354,1.2219722222222222,24,1
42,Algebra,0.375,0.2,0.5333333333333333,0.26666666666666666,1.0300555555555555,24,1
42,Calculus,0.2916666666666667,0.23529411764705882,0.47058823529411764,0.29411764705882354,1.15975,24,1
42,Geometry,0.75,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0218194444444444,24,0
42,Number Theory,0.8333333333333334,0.25,0.25,0.5,1.0985555555555555,24,0
42,Probability & Statistics,0.3333333333333333,0.1875,0.5625,0.25,1.2337777777777779,24,1
42,Trigonometry,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0627777777777778,24,0
43,Algebra,0.8333333333333334,0.5,0.25,0.25,1.047013888888889,24,0
43,Calculus,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9781527777777778,24,0
43,Geometry,0.4583333333333333,0.3076923076923077,0.46153846153846156,0.23076923076923078,1.127125,24,1
43,Number Theory,0.5416666666666666,0.2727272727272727,0.6363636363636364,0.09090909090909091,1.070125,24,0
43,Probability & Statistics,0.08333333333333333,0.2727272727272727,0.3181818181818182,0.4090909090909091,1.1672777777777779,24,1
43,Trigonometry,0.7083333333333334,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.1227083333333334,24,0
44,Algebra,0.7083333333333334,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.111513888888889,24,0
44,Calculus,0.6666666666666666,0.25,0.375,0.375,1.0924027777777778,24,0
44,Geometry,0.875,0.3333333333333333,0.6666666666666666,0.0,0.9805277777777778,24,0
44,Number Theory,0.8333333333333334,0.0,0.75,0.25,1.1607083333333332,24,0
44,Probability & Statistics,0.375,0.3333333333333333,0.26666666666666666,0.4,1.1820277777777777,24,1
44,Trigonometry,0.9583333333333334,0.0,1.0,0.0,0.9699583333333331,24,0
45,Algebra,0.875,0.0,0.3333333333333333,0.6666666666666666,1.0073055555555557,24,0
45,Calculus,0.4166666666666667,0.42857142857142855,0.42857142857142855,0.14285714285714285,1.1017777777777777,24,1
45,Geometry,0.4583333333333333,0.0,0.38461538461538464,0.6153846153846154,1.12425,24,1
45,Number Theory,0.4583333333333333,0.38461538461538464,0.38461538461538464,0.23076923076923078,1.113736111111111,24,1
45,Probability & Statistics,0.5833333333333334,0.1,0.6,0.3,1.0611666666666666,24,0
45,Trigonometry,0.20833333333333334,0.2631578947368421,0.3684210526315789,0.3684210526315789,1.2312361111111112,24,1
46,Algebra,0.20833333333333334,0.15789473684210525,0.6842105263157895,0.15789473684210525,1.2940555555555555,24,1
46,Calculus,0.375,0.06666666666666667,0.5333333333333333,0.4,1.0875416666666666,24,1
46,Geometry,0.4166666666666667,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.1325694444444443,24,1
46,Number Theory,0.2916666666666667,0.23529411764705882,0.47058823529411764,0.29411764705882354,1.179638888888889,24,1
46,Probability & Statistics,0.7083333333333334,0.7142857142857143,0.2857142857142857,0.0,1.1413333333333333,24,0
46,Trigonometry,0.16666666666666666,0.2,0.45,0.35,1.1787083333333335,24,1
47,Algebra,0.7083333333333334,0.42857142857142855,0.5714285714285714,0.0,1.0677916666666667,24,0
47,Calculus,0.5833333333333334,0.2,0.7,0.1,1.15925,24,0
47,Geometry,0.5416666666666666,0.2727272727272727,0.5454545454545454,0.18181818181818182,1.1309861111111112,24,0
47,Number Theory,0.5833333333333334,0.3,0.2,0.5,1.1178611111111112,24,0
47,Probability & Statistics,0.5416666666666666,0.09090909090909091,0.5454545454545454,0.36363636363636365,1.1864722222222222,24,0
47,Trigonometry,0.8333333333333334,0.25,0.75,0.0,1.0327916666666666,24,0
48,Algebra,0.041666666666666664,0.17391304347826086,0.5217391304347826,0.30434782608695654,1.174111111111111,24,1
48,Calculus,0.7916666666666666,0.0,0.8,0.2,1.0204583333333332,24,0
48,Geometry,0.5,0.08333333333333333,0.5833333333333334,0.3333333333333333,1.0219444444444443,24,0
